"","logFC","logCPM","PValue","symbol","name","entrez"
"ENSMUSG00000028974",-1.32507796199829,6.59154165591959,2.1588703228443e-24,"Dffa","DNA fragmentation factor, alpha subunit","13347"
"ENSMUSG00000028989",1.30481501514227,0.962757333939076,3.2038030545518e-07,"Angptl7","angiopoietin-like 7","654812"
"ENSMUSG00000029070",1.29284549666313,3.94090762770221,2.02614489381422e-12,"Mxra8","matrix-remodelling associated 8","74761"
"ENSMUSG00000029135",1.52397882295003,4.10834129092766,3.29349465727373e-15,"Fosl2","fos-like antigen 2","14284"
"ENSMUSG00000029204",1.39562910362539,0.931356558841366,2.01015150239989e-08,"Rhoh","ras homolog family member H","74734"
"ENSMUSG00000029217",1.04089775229279,2.09028371882811,1.23532039531631e-05,"Tec","tec protein tyrosine kinase","21682"
"ENSMUSG00000029219",-2.00733065842236,3.96782295640835,6.11640289452769e-26,"Slc10a4","solute carrier family 10 (sodium/bile acid cotransporter family), member 4","231290"
"ENSMUSG00000029304",1.27089414369817,7.79440743846548,1.00214046517622e-18,"Spp1","secreted phosphoprotein 1","20750"
"ENSMUSG00000029359",-1.56372883697,4.22118321982637,5.78833939296786e-34,"Tesc","tescalcin","57816"
"ENSMUSG00000029484",1.71567902591737,4.75774689111555,1.62388948485722e-21,"Anxa3","annexin A3","11745"
"ENSMUSG00000029490",1.16937419409696,2.63027943799091,4.43253763794972e-13,"Mfsd7a","major facilitator superfamily domain containing 7A","243197"
"ENSMUSG00000029499",1.57863587050804,2.65640764009438,3.33993200283696e-13,"Pxmp2","peroxisomal membrane protein 2","19301"
"ENSMUSG00000029561",3.01987675909603,4.33932391675054,4.04926956720062e-16,"Oasl2","2'-5' oligoadenylate synthetase-like 2","23962"
"ENSMUSG00000029605",2.36735183706281,0.61195300530302,1.89922400698883e-07,"Oas1b","2'-5' oligoadenylate synthetase 1B","23961"
"ENSMUSG00000029622",1.51547236210808,5.88480150957567,2.78684429618935e-31,"Arpc1b","actin related protein 2/3 complex, subunit 1B","11867"
"ENSMUSG00000029641",3.64417076740616,2.87488591950874,2.15481231236754e-69,"Rasl11a","RAS-like, family 11, member A","68895"
"ENSMUSG00000029657",-1.01482913360789,7.78947507943402,6.12240769053982e-23,"Hsph1","heat shock 105kDa/110kDa protein 1","15505"
"ENSMUSG00000029695",1.58497192412229,2.93722832977545,8.29869945611036e-12,"Aass","aminoadipate-semialdehyde synthase","30956"
"ENSMUSG00000029723",1.30833942625411,8.06037834778549,1.16631150110679e-36,"Tsc22d4","TSC22 domain family, member 4","78829"
"ENSMUSG00000029762",1.72200215213873,1.9053382814093,4.80884654712538e-19,"Akr1b8","aldo-keto reductase family 1, member B8","14187"
"ENSMUSG00000029771",1.83605759439932,3.30955983688099,1.34539589687279e-31,"Irf5","interferon regulatory factor 5","27056"
"ENSMUSG00000029798",1.82335668805724,3.07962732053982,2.66790979266375e-14,"Herc6","hect domain and RLD 6","67138"
"ENSMUSG00000029810",1.87339926955242,6.71540404152246,1.05111599776037e-63,"Tmem176b","transmembrane protein 176B","65963"
"ENSMUSG00000029816",5.00287223469547,5.15360445319641,7.38246679673552e-72,"Gpnmb","glycoprotein (transmembrane) nmb","93695"
"ENSMUSG00000029826",1.38208586204474,3.91771919945224,7.30906917292129e-18,"Zc3hav1","zinc finger CCCH type, antiviral 1","78781"
"ENSMUSG00000029851",1.07213995172441,1.81885623121537,7.96633542462838e-09,"Tcaf2","TRPM8 channel-associated factor 2","232748"
"ENSMUSG00000029915",1.59179985074208,2.0312210154155,1.90147780578937e-14,"Clec5a","C-type lectin domain family 5, member a","23845"
"ENSMUSG00000029919",1.4555573015307,3.2845413162773,4.4323275594227e-10,"Hpgds","hematopoietic prostaglandin D synthase","54486"
"ENSMUSG00000029925",1.63718766745676,2.22454152877414,6.47358337814283e-09,"Tbxas1","thromboxane A synthase 1, platelet","21391"
"ENSMUSG00000030047",2.07254312839702,2.67109222807222,1.62779678870959e-26,"Arhgap25","Rho GTPase activating protein 25","232201"
"ENSMUSG00000030074",-1.34461008189885,0.769616087850525,0.00629510410759168,"Gxylt2","glucoside xylosyltransferase 2","232313"
"ENSMUSG00000030087",1.51187010796895,5.73198725741414,8.95314030331965e-11,"Klf15","Kruppel-like factor 15","66277"
"ENSMUSG00000030088",1.39430621688538,6.61004627301264,8.86804215534164e-37,"Aldh1l1","aldehyde dehydrogenase 1 family, member L1","107747"
"ENSMUSG00000030107",3.2724444809845,2.94502602783786,1.08619045749043e-17,"Usp18","ubiquitin specific peptidase 18","24110"
"ENSMUSG00000030111",1.493130728215,6.86097242508322,1.24551077067507e-45,"A2m","alpha-2-macroglobulin","232345"
"ENSMUSG00000030124",3.23204760685037,4.08076106904668,6.73287089669608e-64,"Lag3","lymphocyte-activation gene 3","16768"
"ENSMUSG00000030148",1.22413834159562,0.803844211976565,6.08283156310197e-10,"Clec4a2","C-type lectin domain family 4, member a2","26888"
"ENSMUSG00000030208",2.07218468714901,4.12826593775086,7.1481262187025e-36,"Emp1","epithelial membrane protein 1","13730"
"ENSMUSG00000030220",1.27094770478187,3.56558802762479,1.73464491896273e-13,"Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta","11857"
"ENSMUSG00000030263",1.61988618985676,1.69782218978356,2.64629511011005e-09,"Lrmp","lymphoid-restricted membrane protein","16970"
"ENSMUSG00000030317",1.54615402996529,7.33917599513319,4.16411269975629e-20,"Timp4","tissue inhibitor of metalloproteinase 4","110595"
"ENSMUSG00000030339",1.24115368434681,4.25123955908715,6.61306556005882e-25,"Ltbr","lymphotoxin B receptor","17000"
"ENSMUSG00000030340",1.03648321993955,1.11660426366309,9.58536219542608e-07,"Scnn1a","sodium channel, nonvoltage-gated 1 alpha","20276"
"ENSMUSG00000030341",1.6283478985035,5.42067371233678,1.73720659118442e-48,"Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1a","21937"
"ENSMUSG00000030342",1.14036785991809,6.90484324190038,4.01673905199593e-16,"Cd9","CD9 antigen","12527"
"ENSMUSG00000030406",1.15826992928598,0.842699233006769,4.32663932549347e-06,"Gipr","gastric inhibitory polypeptide receptor","381853"
"ENSMUSG00000030409",1.14288195183751,4.64425235913734,1.41890934478856e-10,"Dmpk","dystrophia myotonica-protein kinase","13400"
"ENSMUSG00000030541",1.13715714063699,5.47869213533904,1.7489156201314e-19,"Idh2","isocitrate dehydrogenase 2 (NADP+), mitochondrial","269951"
"ENSMUSG00000030560",1.23505810793011,4.16381389396342,9.73513306573001e-18,"Ctsc","cathepsin C","13032"
"ENSMUSG00000030577",5.37742513388437,1.56902302430598,4.58157791000629e-79,"Cd22","CD22 antigen","12483"
"ENSMUSG00000030579",2.42051651456606,5.49389644604233,9.94458828627924e-49,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177"
"ENSMUSG00000030607",-1.4648614833742,3.73511344897169,2.67588533153437e-26,"Acan","aggrecan","11595"
"ENSMUSG00000030666",-1.05513505851009,3.09725679761694,5.02618691030508e-07,"Calcb","calcitonin-related polypeptide, beta","116903"
"ENSMUSG00000030681",1.01009522207384,4.47315087048316,9.9544403984473e-16,"Mvp","major vault protein","78388"
"ENSMUSG00000030711",3.05139885224638,4.93709820690518,3.52731588185269e-21,"Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1","20887"
"ENSMUSG00000030717",1.66165588781319,3.41430653237643,8.18519038538465e-11,"Nupr1","nuclear protein transcription regulator 1","56312"
"ENSMUSG00000030745",2.42890502268716,1.50984970502632,1.69715409613885e-26,"Il21r","interleukin 21 receptor","60504"
"ENSMUSG00000030748",1.16371954581902,3.65811236501145,2.57997227862725e-16,"Il4ra","interleukin 4 receptor, alpha","16190"
"ENSMUSG00000030761",1.28639693190001,1.83774669771454,6.54739379979065e-09,"Myo7a","myosin VIIA","17921"
"ENSMUSG00000030769",-1.31754375563915,2.91712681463825,3.05966547821554e-14,"Slc5a11","solute carrier family 5 (sodium/glucose cotransporter), member 11","233836"
"ENSMUSG00000030785",2.65613127146751,0.854785895745619,2.18730839859771e-11,"Cox6a2","cytochrome c oxidase subunit VIa polypeptide 2","12862"
"ENSMUSG00000030786",1.09959877079906,2.84458421631599,5.75625115616245e-09,"Itgam","integrin alpha M","16409"
"ENSMUSG00000030789",5.0043214269343,3.97017811389807,8.99552519547053e-77,"Itgax","integrin alpha X","16411"
"ENSMUSG00000030798",1.786623882162,2.93686659008057,1.88536658396148e-25,"Cd37","CD37 antigen","12493"
"ENSMUSG00000030905",3.91564269870384,1.99249338105686,1.10581816158559e-30,"Crym","crystallin, mu","12971"
"ENSMUSG00000030921",2.49023656196343,3.11637896064045,3.14681087838043e-21,"Trim30a","tripartite motif-containing 30A","20128"
"ENSMUSG00000030966",1.0861999354417,2.58844846289057,6.00072403266341e-07,"Trim21","tripartite motif-containing 21","20821"
"ENSMUSG00000030972",1.16824663474272,1.59699747859086,7.77564653542422e-11,"Acsm5","acyl-CoA synthetase medium-chain family member 5","272428"
"ENSMUSG00000031070",1.37435858272123,1.74905677059731,5.36563531004052e-09,"Mrgprf","MAS-related GPR, member F","211577"
"ENSMUSG00000031097",1.77519672617539,2.4927072780871,0.0163956528610058,"Tnni2","troponin I, skeletal, fast 2","21953"
"ENSMUSG00000031101",1.15145377977675,2.09162968441095,2.10490009952245e-08,"Sash3","SAM and SH3 domain containing 3","74131"
"ENSMUSG00000031103",1.99163881396795,1.79131257245414,1.27163871620713e-21,"Elf4","E74-like factor 4 (ets domain transcription factor)","56501"
"ENSMUSG00000031139",-1.0655114282285,4.70994419599908,1.62207498490378e-22,"Mcf2","mcf.2 transforming sequence","109904"
"ENSMUSG00000031146",1.44990709171729,1.06349218542725,2.68194526800105e-09,"Plp2","proteolipid protein 2","18824"
"ENSMUSG00000031165",1.71392902415623,1.84618374400945,1.5031550931012e-20,"Was","Wiskott-Aldrich syndrome","22376"
"ENSMUSG00000031167",1.60346528297791,5.77087617236467,1.35745272126917e-20,"Rbm3","RNA binding motif protein 3","19652"
"ENSMUSG00000031170",-1.39268855009113,2.15416660433854,2.01294858755937e-05,"Slc38a5","solute carrier family 38, member 5","209837"
"ENSMUSG00000031239",-1.0570478589627,5.95691685906521,5.16728286769107e-09,"Itm2a","integral membrane protein 2A","16431"
"ENSMUSG00000031264",1.50336139936861,1.83234910304632,2.7453367354967e-10,"Btk","Bruton agammaglobulinemia tyrosine kinase","12229"
"ENSMUSG00000031349",-1.10956217725324,5.48502367151947,1.66613775163712e-13,"Nsdhl","NAD(P) dependent steroid dehydrogenase-like","18194"
"ENSMUSG00000031373",1.14991067212832,3.94685995578731,3.31362505457649e-14,"Car5b","carbonic anhydrase 5b, mitochondrial","56078"
"ENSMUSG00000031381",-1.51676628599929,4.51570541258307,1.24995557589272e-15,"Piga","phosphatidylinositol glycan anchor biosynthesis, class A","18700"
"ENSMUSG00000031387",1.55550168651065,3.24430235446473,4.05019346349269e-27,"Renbp","renin binding protein","19703"
"ENSMUSG00000031425",-1.2240953445232,13.1876025030101,8.46770247084483e-10,"Plp1","proteolipid protein (myelin) 1","18823"
"ENSMUSG00000031490",1.83219542827336,1.65799469194862,1.36019828416818e-19,"Eif4ebp1","eukaryotic translation initiation factor 4E binding protein 1","13685"
"ENSMUSG00000031596",1.16023401577227,6.63061723322821,2.26202332634639e-16,"Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","11988"
"ENSMUSG00000031604",-1.32027185706194,6.94046460194805,1.86480591757715e-14,"Msmo1","methylsterol monoxygenase 1","66234"
"ENSMUSG00000031610",1.10493397654331,6.22339367323315,1.22106663175583e-18,"Scrg1","scrapie responsive gene 1","20284"
"ENSMUSG00000031613",2.0176603266327,4.36601590969845,1.11256490181162e-21,"Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)","15446"
"ENSMUSG00000031636",1.86426593249875,1.01454628747322,0.000757031126535083,"Pdlim3","PDZ and LIM domain 3","53318"
"ENSMUSG00000031760",1.55415574137522,8.46491774719433,9.99764164664857e-19,"Mt3","metallothionein 3","17751"
"ENSMUSG00000031762",3.14518135706419,6.56836551132549,3.7603759104689e-99,"Mt2","metallothionein 2","17750"
"ENSMUSG00000031765",3.02348072420439,10.5127135336633,2.05432033349148e-77,"Mt1","metallothionein 1","17748"
"ENSMUSG00000031790",-1.10549057615303,5.95172351609048,2.656142816251e-11,"Mmp15","matrix metallopeptidase 15","17388"
"ENSMUSG00000031827",1.26213166428931,6.79601689185312,1.88657253528244e-27,"Cotl1","coactosin-like 1 (Dictyostelium)","72042"
"ENSMUSG00000031838",1.80198378206077,3.35763206408831,3.54163582840137e-32,"Ifi30","interferon gamma inducible protein 30","65972"
"ENSMUSG00000031875",1.29946833644366,3.50034013095984,2.00569528383249e-11,"Cmtm3","CKLF-like MARVEL transmembrane domain containing 3","68119"
"ENSMUSG00000031880",1.07512568324207,0.566614936979067,2.52566080019919e-06,"Rrad","Ras-related associated with diabetes","56437"
"ENSMUSG00000031883",-1.34103969318063,2.9748953193898,7.83056904122223e-15,"Car7","carbonic anhydrase 7","12354"
"ENSMUSG00000031910",-1.72903820473764,2.04651985541319,3.23365021762569e-18,"Has3","hyaluronan synthase 3","15118"
"ENSMUSG00000031980",1.99968668348555,8.88104403790737,1.03109493993471e-23,"Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)","11606"
"ENSMUSG00000031995",2.82925327071209,1.72679360479279,4.32239829978014e-33,"St14","suppression of tumorigenicity 14 (colon carcinoma)","19143"
"ENSMUSG00000032000",1.636790560834,2.09104387231078,1.30395254125693e-10,"Birc3","baculoviral IAP repeat-containing 3","11796"
"ENSMUSG00000032010",1.04741872689314,4.86069481550482,2.64577707599646e-10,"Usp2","ubiquitin specific peptidase 2","53376"
"ENSMUSG00000032014",1.63275096379858,3.65057718111886,3.89722262885022e-15,"Oaf","out at first homolog","102644"
"ENSMUSG00000032018",-1.15885377215012,6.50965755532198,2.6998641218113e-16,"Sc5d","sterol-C5-desaturase","235293"
"ENSMUSG00000032023",1.95868773290903,1.09141361499656,3.47477212381418e-08,"Jhy","juvenile hydrocephalus","70989"
"ENSMUSG00000032089",1.42969618943331,3.80738012985921,4.95842079789147e-17,"Il10ra","interleukin 10 receptor, alpha","16154"
"ENSMUSG00000032122",1.7561345049757,0.60009723044459,3.05493601200241e-09,"Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2","56857"
"ENSMUSG00000032193",-1.22592025041973,5.70187116397026,2.74761376955426e-16,"Ldlr","low density lipoprotein receptor","16835"
"ENSMUSG00000032300",1.11217917049354,4.21309196493639,3.76216767269679e-15,"1700017B05Rik","RIKEN cDNA 1700017B05 gene","74211"
"ENSMUSG00000032318",-2.14430625052658,0.937353442451991,1.20143145548667e-17,"Isl2","insulin related protein 2 (islet 2)","104360"
"ENSMUSG00000032352",1.36311221789295,5.46122963750893,3.74560928216383e-09,"Lrrc1","leucine rich repeat containing 1","214345"
"ENSMUSG00000032359",1.5889349489613,5.2990717083358,6.12128989369611e-27,"Ctsh","cathepsin H","13036"
"ENSMUSG00000032372",1.66022418147645,3.85992445744357,4.3177003993665e-29,"Plscr2","phospholipid scramblase 2","18828"
"ENSMUSG00000032402",1.05749595666448,5.13019074830655,2.41271272414415e-18,"Smad3","SMAD family member 3","17127"
"ENSMUSG00000032420",1.57826421355755,4.05518388456751,5.35590398715932e-16,"Nt5e","5' nucleotidase, ecto","23959"
"ENSMUSG00000032496",-1.86577835314131,1.56549332665095,0.0370979402428624,"Ltf","lactotransferrin","17002"
"ENSMUSG00000032501",1.27745682701543,4.08452782760408,5.40223687451801e-25,"Trib1","tribbles pseudokinase 1","211770"
"ENSMUSG00000032515",2.20276990195518,4.09125671023036,8.47675769185157e-13,"Csrnp1","cysteine-serine-rich nuclear protein 1","215418"
"ENSMUSG00000032556",-1.06179161758693,3.27390111335377,0.000224487413354193,"Bfsp2","beaded filament structural protein 2, phakinin","107993"
"ENSMUSG00000032596",1.17166688650915,2.0172617282553,1.20920009180095e-06,"Uba7","ubiquitin-like modifier activating enzyme 7","74153"
"ENSMUSG00000032667",1.03947268258158,6.45892496235641,2.23736742879741e-17,"Pon2","paraoxonase 2","330260"
"ENSMUSG00000032691",1.01706277985754,0.859289042049166,1.58174332603345e-06,"Nlrp3","NLR family, pyrin domain containing 3","216799"
"ENSMUSG00000032715",2.27421954091348,0.509801793009662,1.14225696225338e-07,"Trib3","tribbles pseudokinase 3","228775"
"ENSMUSG00000032773",1.2323440428432,0.628139201369282,1.68096116492078e-06,"Chrm1","cholinergic receptor, muscarinic 1, CNS","12669"
"ENSMUSG00000032854",-2.24500454892217,8.49385604485209,7.21807633879585e-11,"Ugt8a","UDP galactosyltransferase 8A","22239"
"ENSMUSG00000032860",1.56621425639852,0.9783255818661,1.10205368070887e-12,"P2ry2","purinergic receptor P2Y, G-protein coupled 2","18442"
"ENSMUSG00000032908",-1.05852622418934,5.89679865339671,1.64831397243368e-25,"Sgpp2","sphingosine-1-phosphate phosphotase 2","433323"
"ENSMUSG00000033060",-1.2472824202734,3.10839612098285,8.46023725975282e-12,"Lmo7","LIM domain only 7","380928"
"ENSMUSG00000033105",-1.13299177429955,5.87200349620867,2.00385887919953e-15,"Lss","lanosterol synthase","16987"
"ENSMUSG00000033107",1.04731726133437,1.23749890787852,2.70905952271861e-05,"Rnf125","ring finger protein 125","67664"
"ENSMUSG00000033196",1.83808863866807,0.691017074489946,0.0491474163667169,"Myh2","myosin, heavy polypeptide 2, skeletal muscle, adult","17882"
"ENSMUSG00000033207",1.0648624704185,2.4681348104801,9.93381109115758e-06,"Mamdc2","MAM domain containing 2","71738"
"ENSMUSG00000033220",1.51212367836189,3.01120922722309,3.48956077898969e-13,"Rac2","RAS-related C3 botulinum substrate 2","19354"
"ENSMUSG00000033355",2.33416849639134,3.087350304211,1.6154732257587e-13,"Rtp4","receptor transporter protein 4","67775"
"ENSMUSG00000033386",1.09987324651366,1.95865970450774,8.3061210611156e-08,"Frrs1","ferric-chelate reductase 1","20321"
"ENSMUSG00000033450",2.62494260086424,1.6005953789518,1.08569495898072e-09,"Tagap","T cell activation Rho GTPase activating protein","72536"
"ENSMUSG00000033579",-1.30001142297917,7.86034684957764,1.91410033124526e-12,"Fa2h","fatty acid 2-hydroxylase","338521"
"ENSMUSG00000033685",1.83430028787121,7.02088689887407,3.03104217546533e-40,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228"
"ENSMUSG00000033777",2.01338812739805,3.49255649948815,1.52838010741601e-37,"Tlr13","toll-like receptor 13","279572"
"ENSMUSG00000033855",1.23067747782835,3.14900454914543,4.65201817412454e-13,"Ston1","stonin 1","77057"
"ENSMUSG00000033880",3.18053005277974,6.18077416999943,4.91738522174126e-47,"Lgals3bp","lectin, galactoside-binding, soluble, 3 binding protein","19039"
"ENSMUSG00000033949",-1.13150456046421,4.80538253600345,3.80206530564412e-09,"Trim36","tripartite motif-containing 36","28105"
"ENSMUSG00000034041",1.055867839311,1.97410172745853,9.47468939230113e-05,"Lyl1","lymphoblastomic leukemia 1","17095"
"ENSMUSG00000034116",1.76168710905341,3.37664680559307,5.93202906992095e-19,"Vav1","vav 1 oncogene","22324"
"ENSMUSG00000034158",1.13882378344266,6.49170206995531,7.39065341159139e-15,"Lrrc58","leucine rich repeat containing 58","320184"
"ENSMUSG00000034205",1.50723345345511,2.63962608785805,3.20395916918227e-16,"Loxl2","lysyl oxidase-like 2","94352"
"ENSMUSG00000034209",-1.01904312690576,0.820063355827602,5.80712763684007e-08,"Rasl10a","RAS-like, family 10, member A","75668"
"ENSMUSG00000034330",1.08951942173722,3.61440088856968,1.46630026640335e-11,"Plcg2","phospholipase C, gamma 2","234779"
"ENSMUSG00000034394",1.68099583291679,0.85229383116106,3.86420217763531e-09,"Lif","leukemia inhibitory factor","16878"
"ENSMUSG00000034422",1.88214186520461,3.19551432852355,4.38720697199941e-10,"Parp14","poly (ADP-ribose) polymerase family, member 14","547253"
"ENSMUSG00000034459",3.04431983552975,3.56729992691399,1.31342706745811e-12,"Ifit1","interferon-induced protein with tetratricopeptide repeats 1","15957"
"ENSMUSG00000034460",-1.07427266703425,2.35996088220462,9.27821788576409e-11,"Six4","sine oculis-related homeobox 4","20474"
"ENSMUSG00000034579",1.41442598073525,4.52135970678454,3.12745126769406e-07,"Pla2g3","phospholipase A2, group III","237625"
"ENSMUSG00000034595",1.34252969415501,3.78800591136042,4.02289433027703e-20,"Ppp1r18","protein phosphatase 1, regulatory subunit 18","76448"
"ENSMUSG00000034652",2.42189103884567,1.5096400913976,1.6821015130718e-27,"Cd300a","CD300A molecule","217303"
"ENSMUSG00000034708",2.16473419015669,6.96647021391491,2.3619363699774e-95,"Grn","granulin","14824"
"ENSMUSG00000034765",1.13375045289027,2.18230987759361,3.7829356156056e-12,"Dusp5","dual specificity phosphatase 5","240672"
"ENSMUSG00000034786",1.40886723620331,1.36122887941011,1.78746460041455e-12,"Gpsm3","G-protein signalling modulator 3 (AGS3-like, C. elegans)","106512"
"ENSMUSG00000034792",1.29730018792975,1.97983929477397,7.18984636665908e-11,"Gna15","guanine nucleotide binding protein, alpha 15","14676"
"ENSMUSG00000034842",1.33522121130869,3.92710601528012,7.4006417307103e-12,"Art3","ADP-ribosyltransferase 3","109979"
"ENSMUSG00000034855",4.71941003193406,2.3098768733509,2.96436755296101e-20,"Cxcl10","chemokine (C-X-C motif) ligand 10","15945"
"ENSMUSG00000034858",1.10925853130589,5.77582480778766,2.82556128024763e-10,"Fam214a","family with sequence similarity 214, member A","235493"
"ENSMUSG00000034923",-1.28318164625618,1.33701423138064,0.00110590004524541,"Ly6g6f","lymphocyte antigen 6 complex, locus G6F","433099"
"ENSMUSG00000034926",-1.585725850374,7.3960455117677,1.71069528787695e-24,"Dhcr24","24-dehydrocholesterol reductase","74754"
"ENSMUSG00000034936",2.29107162473144,5.01654519469398,2.7288353987091e-14,"Arl4d","ADP-ribosylation factor-like 4D","80981"
"ENSMUSG00000034947",1.95058360499461,1.78151049758474,2.74611957480937e-22,"Tmem106a","transmembrane protein 106A","217203"
"ENSMUSG00000034957",1.73479646038233,4.51354898167362,8.76225200615969e-27,"Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha","12606"
"ENSMUSG00000035004",2.74072984861742,2.41746309269326,5.97166787770346e-26,"Igsf6","immunoglobulin superfamily, member 6","80719"
"ENSMUSG00000035095",1.21928098985113,2.85532873280953,4.69827245270965e-11,"Fam167a","family with sequence similarity 167, member A","219148"
"ENSMUSG00000035187",1.11830805593415,2.82338572071576,2.67956087649537e-12,"Nkx6-1","NK6 homeobox 1","18096"
"ENSMUSG00000035208",2.29635586374462,1.22477021924863,7.97375148227009e-10,"Slfn8","schlafen 8","276950"
"ENSMUSG00000035279",1.49780924534045,2.21889566749426,2.10393833575463e-11,"Ssc5d","scavenger receptor cysteine rich family, 5 domains","269855"
"ENSMUSG00000035356",1.07642095976765,3.09313195541137,4.54893003634694e-11,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","80859"
"ENSMUSG00000035376",1.27846050755037,6.16287816108593,6.75883953355224e-26,"Hacd2","3-hydroxyacyl-CoA dehydratase 2","70757"
"ENSMUSG00000035493",1.04210995886899,4.21742845801696,5.0177656529061e-08,"Tgfbi","transforming growth factor, beta induced","21810"
"ENSMUSG00000035504",-1.11539289586794,1.61758276217722,5.00930399380557e-10,"Reep6","receptor accessory protein 6","70335"
"ENSMUSG00000035551",3.44785973933563,1.14905520497989,1.83302513737801e-22,"Igfbpl1","insulin-like growth factor binding protein-like 1","75426"
"ENSMUSG00000035576",-1.25398605898697,1.66891320475639,1.81270015769961e-06,"L3mbtl1","l(3)mbt-like (Drosophila)","241764"
"ENSMUSG00000035606",-1.07087030354319,1.63912784487812,3.61437571058639e-06,"Ky","kyphoscoliosis peptidase","16716"
"ENSMUSG00000035615",1.08611813484176,5.37921862287305,7.73273552614829e-10,"Frmpd1","FERM and PDZ domain containing 1","666060"
"ENSMUSG00000035673",1.07432823993543,4.80896922470468,2.9900437704168e-11,"Sbno2","strawberry notch homolog 2 (Drosophila)","216161"
"ENSMUSG00000035686",-1.06384409790123,4.75742631788914,3.69721822651494e-12,"Thrsp","thyroid hormone responsive","21835"
"ENSMUSG00000035692",2.32234875150319,2.47816373961096,1.48870514374085e-11,"Isg15","ISG15 ubiquitin-like modifier","100038882"
"ENSMUSG00000035697",1.2682247104849,3.78892246758164,2.86704053904969e-11,"Arhgap45","Rho GTPase activating protein 45","70719"
"ENSMUSG00000035745",-1.89033604089948,1.73783807826191,8.1940808572988e-30,"Grin3b","glutamate receptor, ionotropic, NMDA3B","170483"
"ENSMUSG00000035778",1.62327246966364,2.94915388547672,3.00488866858814e-13,"Ggta1","glycoprotein galactosyltransferase alpha 1, 3","14594"
"ENSMUSG00000035805",1.0853163484828,8.55835064661372,1.38633973952257e-27,"Mlc1","megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)","170790"
"ENSMUSG00000035929",1.86335424810318,4.42256048353535,6.34849124063886e-15,"H2-Q4","histocompatibility 2, Q region locus 4","15015"
"ENSMUSG00000035948",1.85376981824426,2.05444801896257,2.96264477967137e-12,"Acss3","acyl-CoA synthetase short-chain family member 3","380660"
"ENSMUSG00000036181",1.02764443770079,5.47174141471872,7.3520350160124e-08,"Hist1h1c","histone cluster 1, H1c","50708"
"ENSMUSG00000036198",-1.09312988168277,5.37581277790266,2.78379198747844e-19,"Arhgap36","Rho GTPase activating protein 36","75404"
"ENSMUSG00000036395",1.05413688397011,0.742496810753926,3.65927954881556e-07,"Glb1l2","galactosidase, beta 1-like 2","244757"
"ENSMUSG00000036545",-1.35661749977085,4.21439265997482,2.0863273359097e-09,"Adamts2","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2","216725"
"ENSMUSG00000036560",1.25779020986727,5.16506919222963,2.94539151293087e-26,"Lgi4","leucine-rich repeat LGI family, member 4","243914"
"ENSMUSG00000036570",1.79032816658435,5.93176169509334,1.80121539272811e-48,"Fxyd1","FXYD domain-containing ion transport regulator 1","56188"
"ENSMUSG00000036606",1.01631099629201,6.15473873900261,1.58205945643311e-20,"Plxnb2","plexin B2","140570"
"ENSMUSG00000036760",-1.15525067618901,4.17971608443551,3.41362343195205e-11,"Kcnk9","potassium channel, subfamily K, member 9","223604"
"ENSMUSG00000036800",-1.35354810005571,4.28641462506295,8.70472041157592e-09,"Fam135b","family with sequence similarity 135, member B","70363"
"ENSMUSG00000036832",1.23939853579459,0.791603111250492,1.5747661908541e-05,"Lpar3","lysophosphatidic acid receptor 3","65086"
"ENSMUSG00000036833",1.82294224882415,5.05321968276801,4.36568633870786e-30,"Pnpla7","patatin-like phospholipase domain containing 7","241274"
"ENSMUSG00000036854",1.67042667014184,4.18073459347277,1.88001766766874e-31,"Hspb6","heat shock protein, alpha-crystallin-related, B6","243912"
"ENSMUSG00000036875",1.08798809694963,1.93672878350229,4.39626261617493e-07,"Dna2","DNA replication helicase/nuclease 2","327762"
"ENSMUSG00000036887",3.08668182156609,7.59926208647648,4.20712398870467e-98,"C1qa","complement component 1, q subcomponent, alpha polypeptide","12259"
"ENSMUSG00000036896",2.88971029194741,6.62003420360586,2.60757123297958e-101,"C1qc","complement component 1, q subcomponent, C chain","12262"
"ENSMUSG00000036905",2.77602414885082,6.76086202286499,1.20701325011599e-81,"C1qb","complement component 1, q subcomponent, beta polypeptide","12260"
"ENSMUSG00000036908",1.48444410344667,4.92043801832365,9.25541864273966e-27,"Unc93b1","unc-93 homolog B1 (C. elegans)","54445"
"ENSMUSG00000037010",-1.27309671715707,5.60111218177241,3.56901356823532e-19,"Apln","apelin","30878"
