"","NA.","logFC","logCPM","PValue","symbol","name","entrez","GOID","term"
"895","ENSMUSG00000025877",1.35774511583912,1.40404910629888,2.20471908060218e-09,"Hk3","hexokinase 3","212032","GO:0000166","nucleotide binding"
"883","ENSMUSG00000025701",1.23801013182239,1.76873132923405,6.96595491246699e-09,"Alox5","arachidonate 5-lipoxygenase","11689","GO:0002526","acute inflammatory response"
"871","ENSMUSG00000025492",2.03109640476533,5.20020867259062,4.84238382454666e-21,"Ifitm3","interferon induced transmembrane protein 3","66141","GO:0002376","immune system process"
"858","ENSMUSG00000025314",0.707834225696045,5.16464414939005,1.00776646008776e-06,"Ptprj","protein tyrosine phosphatase, receptor type, J","19271","GO:0001570","vasculogenesis"
"857","ENSMUSG00000025283",1.18068734065093,6.47900290612453,3.14094926944941e-17,"Sat1","spermidine/spermine N1-acetyl transferase 1","20229","GO:0004145","diamine N-acetyltransferase activity"
"849","ENSMUSG00000025225",0.831018270530817,2.83525627720083,3.31113565551321e-10,"Nfkb2","nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100","18034","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"836","ENSMUSG00000025017",1.48123625534191,2.05710995387029,6.18527507113971e-11,"Pik3ap1","phosphoinositide-3-kinase adaptor protein 1","83490","GO:0005515","protein binding"
"833","ENSMUSG00000024986",1.36369602789169,1.74295301410732,9.54520096313833e-12,"Hhex","hematopoietically expressed homeobox","15242","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"829","ENSMUSG00000024965",1.70846357823506,3.48355005959306,5.29202024644148e-25,"Fermt3","fermitin family member 3","108101","GO:0002102","podosome"
"806","ENSMUSG00000024737",3.00158232968417,3.04937968671945,4.17626196506186e-51,"Slc15a3","solute carrier family 15, member 3","65221","GO:0005215","transporter activity"
"804","ENSMUSG00000024696",2.00613260181929,1.69441659430627,8.94286547593523e-21,"Lpxn","leupaxin","107321","GO:0002102","podosome"
"803","ENSMUSG00000024691",0.597108827379157,2.31340999464622,0.0164980642540252,"Fam111a","family with sequence similarity 111, member A","107373","GO:0000785","chromatin"
"802","ENSMUSG00000024679",3.88925881182618,3.01875198050297,3.99189944595237e-56,"Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D","68774","GO:0003674","molecular_function"
"801","ENSMUSG00000024677",2.8323847116835,2.20185998166687,2.38887799008862e-26,"Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B","69774","GO:0003674","molecular_function"
"798","ENSMUSG00000024621",1.50007374647864,7.28680588964066,3.56590603572855e-53,"Csf1r","colony stimulating factor 1 receptor","12978","GO:0000166","nucleotide binding"
"797","ENSMUSG00000024610",1.78850305965944,3.45589901942395,1.05038388641137e-11,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","16149","GO:0000187","activation of MAPK activity"
"778","ENSMUSG00000024397",1.66242360960551,3.39727836066479,2.12965540521467e-18,"Aif1","allograft inflammatory factor 1","11629","GO:0001726","ruffle"
"773","ENSMUSG00000024349",0.872926198847729,2.62624796289032,5.21188181081814e-07,"Tmem173","transmembrane protein 173","72512","GO:0000166","nucleotide binding"
"767","ENSMUSG00000024300",1.93720000392647,3.3779375531128,2.30572015513212e-18,"Myo1f","myosin IF","17916","GO:0000166","nucleotide binding"
"762","ENSMUSG00000024235",0.823627519878746,1.05282527576495,0.000610808380055864,"Map3k8","mitogen-activated protein kinase kinase kinase 8","26410","GO:0000166","nucleotide binding"
"756","ENSMUSG00000024190",1.28364295164838,5.01559385368381,3.01403710023474e-06,"Dusp1","dual specificity phosphatase 1","19252","GO:0001706","endoderm formation"
"748","ENSMUSG00000024085",0.612192386841415,3.75588689648309,0.000106029205830202,"Man2a1","mannosidase 2, alpha 1","17158","GO:0000139","Golgi membrane"
"744","ENSMUSG00000024049",1.32327418052082,1.38191541741006,2.83346767231345e-11,"Myom1","myomesin 1","17929","GO:0005200","structural constituent of cytoskeleton"
"736","ENSMUSG00000024013",0.845919334719307,2.90040760750331,7.0877194642859e-05,"Fgd2","FYVE, RhoGEF and PH domain containing 2","26382","GO:0001726","ruffle"
"735","ENSMUSG00000023992",2.56004454319288,5.05907934903652,1.69528086735416e-54,"Trem2","triggering receptor expressed on myeloid cells 2","83433","GO:0001530","lipopolysaccharide binding"
"721","ENSMUSG00000023367",2.20593305147887,5.89330017905079,7.61236292504141e-60,"Tmem176a","transmembrane protein 176A","66058","GO:0005515","protein binding"
"720","ENSMUSG00000023348",1.11461817542797,2.74715412174035,1.03547856249932e-09,"Trip6","thyroid hormone receptor interactor 6","22051","GO:0003723","RNA binding"
"712","ENSMUSG00000023067",2.86936250604989,7.1527723678283,1.20764410246163e-17,"Cdkn1a","cyclin-dependent kinase inhibitor 1A (P21)","12575","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity"
"711","ENSMUSG00000023066",0.622256963661542,3.01324102676402,0.00308191644973125,"Rttn","rotatin","246102","GO:0003674","molecular_function"
"704","ENSMUSG00000023027",0.555567776544026,3.00424840733319,0.000106193870577543,"Atf1","activating transcription factor 1","11908","GO:0000977","RNA polymerase II regulatory region sequence-specific DNA binding"
"702","ENSMUSG00000023008",0.668400522370026,4.41084931492526,1.35067073650422e-06,"Fmnl3","formin-like 3","22379","GO:0001525","angiogenesis"
"699","ENSMUSG00000022952",2.31428755523407,1.75122807011423,2.09524783836529e-28,"Runx1","runt related transcription factor 1","12394","GO:0000975","regulatory region DNA binding"
"695","ENSMUSG00000022912",2.01660513362507,5.45983769823138,3.43717115068999e-56,"Pros1","protein S (alpha)","19128","GO:0005509","calcium ion binding"
"694","ENSMUSG00000022906",1.7983449599383,3.15128681944129,8.65399491866261e-18,"Parp9","poly (ADP-ribose) polymerase family, member 9","80285","GO:0003950","NAD+ ADP-ribosyltransferase activity"
"693","ENSMUSG00000022901",2.43055032005475,2.58408513072037,1.04407139768097e-32,"Cd86","CD86 antigen","12524","GO:0002224","toll-like receptor signaling pathway"
"691","ENSMUSG00000022899",0.700326299531147,5.74668505059666,2.76553660920793e-11,"Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2","57738","GO:0005887","integral component of plasma membrane"
"690","ENSMUSG00000022893",1.35275436371681,5.29632672943568,1.46375251852966e-14,"Adamts1","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","11504","GO:0001542","ovulation from ovarian follicle"
"688","ENSMUSG00000022876",2.05294247314427,2.02452789935352,7.0213180399694e-16,"Samsn1","SAM domain, SH3 domain and nuclear localization signals, 1","67742","GO:0001784","phosphotyrosine binding"
"684","ENSMUSG00000022831",1.80685465885705,3.40874339358216,2.20491821600172e-21,"Hcls1","hematopoietic cell specific Lyn substrate 1","15163","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"663","ENSMUSG00000022575",1.18689342725218,2.39721100852564,9.71769454064084e-12,"Gsdmd","gasdermin D","69146","GO:0001786","phosphatidylserine binding"
"656","ENSMUSG00000022488",1.56002173883395,4.74416993475206,3.66941144861999e-25,"Nckap1l","NCK associated protein 1 like","105855","GO:0001782","B cell homeostasis"
"646","ENSMUSG00000022439",1.64242158105956,3.8441582996743,2.3616578699904e-28,"Parvg","parvin, gamma","64099","GO:0003779","actin binding"
"642","ENSMUSG00000022372",1.42358166664339,3.76575091101945,5.44395090015639e-19,"Sla","src-like adaptor","20491","GO:0004715","non-membrane spanning protein tyrosine kinase activity"
"635","ENSMUSG00000022283",0.889645504431818,7.1562628049049,5.66969196344454e-18,"Pabpc1","poly(A) binding protein, cytoplasmic 1","18458","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"627","ENSMUSG00000022216",0.932027266358452,4.93436247461018,9.96598097400859e-15,"Psme1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)","19186","GO:0000502","proteasome complex"
"616","ENSMUSG00000022148",1.85865463769251,2.76458231888145,8.15947353835009e-16,"Fyb","FYN binding protein","23880","GO:0005102","receptor binding"
"597","ENSMUSG00000022014",2.90259224591031,1.07907946404587,1.80620995303437e-20,"Epsti1","epithelial stromal interaction 1 (breast)","108670","GO:0003674","molecular_function"
"591","ENSMUSG00000021948",1.29802539217474,5.17297085560127,1.70540895367592e-19,"Prkcd","protein kinase C, delta","18753","GO:0000166","nucleotide binding"
"583","ENSMUSG00000021886",3.59591123905347,0.84816153379946,2.62872944585418e-30,"Gpr65","G-protein coupled receptor 65","14744","GO:0004871","signal transducer activity"
"582","ENSMUSG00000021876",1.34677250597424,4.72058623477158,2.72060146149055e-22,"Rnase4","ribonuclease, RNase A family 4","58809","GO:0003676","nucleic acid binding"
"580","ENSMUSG00000021822",2.03934838507847,2.67739207757242,5.14991924785249e-14,"Plau","plasminogen activator, urokinase","18792","GO:0001525","angiogenesis"
"570","ENSMUSG00000021709",0.955448538746756,7.84103497775696,1.16126989068646e-17,"Erbin","Erbb2 interacting protein","59079","GO:0005102","receptor binding"
"563","ENSMUSG00000021665",1.45924082425631,7.65215804349255,1.06051674927256e-32,"Hexb","hexosaminidase B","15212","GO:0001501","skeletal system development"
"560","ENSMUSG00000021624",2.28200275948718,2.6392399187586,3.29989412547523e-11,"Cd180","CD180 antigen","17079","GO:0002224","toll-like receptor signaling pathway"
"557","ENSMUSG00000021608",0.83104089577061,5.49306976521642,1.43701132348583e-15,"Lpcat1","lysophosphatidylcholine acyltransferase 1","210992","GO:0005509","calcium ion binding"
"555","ENSMUSG00000021583",0.627038187185669,4.25340602630531,9.43567256930132e-06,"Erap1","endoplasmic reticulum aminopeptidase 1","80898","GO:0002250","adaptive immune response"
"552","ENSMUSG00000021556",1.01216625781468,4.47363923227304,2.80859408901442e-10,"Golm1","golgi membrane protein 1","105348","GO:0003674","molecular_function"
"547","ENSMUSG00000021457",1.20868905077057,2.69472336803928,2.5732460884336e-09,"Syk","spleen tyrosine kinase","20963","GO:0000166","nucleotide binding"
"544","ENSMUSG00000021423",1.46665145325912,4.90874782067767,3.27128844601518e-10,"Ly86","lymphocyte antigen 86","17084","GO:0002376","immune system process"
"541","ENSMUSG00000021408",0.575481820690873,3.21760753478374,0.00114640989808062,"Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1","19766","GO:0000166","nucleotide binding"
"534","ENSMUSG00000021360",1.0342650281336,3.26853110081655,1.10535202897806e-12,"Gcnt2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme","14538","GO:0005794","Golgi apparatus"
"520","ENSMUSG00000021250",1.7218389333262,5.38733532114305,4.44155427746901e-10,"Fos","FBJ osteosarcoma oncogene","14281","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"506","ENSMUSG00000021134",0.501362630421234,7.12483378252144,0.00194971606625402,"Srsf5","serine/arginine-rich splicing factor 5","20384","GO:0003676","nucleic acid binding"
"504","ENSMUSG00000021127",0.821231509678679,3.59062962582529,9.62694465192704e-10,"Zfp36l1","zinc finger protein 36, C3H type-like 1","12192","GO:0000165","MAPK cascade"
"495","ENSMUSG00000021025",1.31862871219584,5.5250089888135,1.93282874277824e-10,"Nfkbia","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha","18035","GO:0000060","protein import into nucleus, translocation"
"486","ENSMUSG00000020865",1.66235585963937,2.27930469478005,1.26149688936308e-18,"Abcc3","ATP-binding cassette, sub-family C (CFTR/MRP), member 3","76408","GO:0000166","nucleotide binding"
"474","ENSMUSG00000020709",1.46540444902296,2.79480768987388,6.84984061578124e-10,"Adap2","ArfGAP with dual PH domains 2","216991","GO:0005096","GTPase activator activity"
"460","ENSMUSG00000020611",0.945565759623475,7.0461698288162,2.52677931046691e-22,"Gna13","guanine nucleotide binding protein, alpha 13","14674","GO:0000166","nucleotide binding"
"456","ENSMUSG00000020573",1.25812525886091,2.987943360013,1.46815976530722e-11,"Pik3cg","phosphoinositide-3-kinase, catalytic, gamma polypeptide","30955","GO:0000166","nucleotide binding"
"449","ENSMUSG00000020437",1.51731959347835,0.880410392853291,1.96719102253884e-09,"Myo1g","myosin IG","246177","GO:0000166","nucleotide binding"
"445","ENSMUSG00000020423",1.72768384534076,4.18537185377402,1.03970407724395e-08,"Btg2","B cell translocation gene 2, anti-proliferative","12227","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"444","ENSMUSG00000020422",0.524852455187933,7.39726706513433,1.39566120111823e-07,"Tns3","tensin 3","319939","GO:0003674","molecular_function"
"440","ENSMUSG00000020399",2.29223689301191,3.56607794534004,8.28268007844736e-27,"Havcr2","hepatitis A virus cellular receptor 2","171285","GO:0001772","immunological synapse"
"426","ENSMUSG00000020275",0.599445381841219,2.73288152149191,6.66489745360906e-05,"Rel","reticuloendotheliosis oncogene","19696","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"419","ENSMUSG00000020143",1.50973419962121,3.90408404194519,7.44972215604727e-19,"Dock2","dedicator of cyto-kinesis 2","94176","GO:0001766","membrane raft polarization"
"413","ENSMUSG00000020120",1.9044931893084,4.95611230704965,9.68610149848281e-40,"Plek","pleckstrin","56193","GO:0005080","protein kinase C binding"
"411","ENSMUSG00000020101",1.03151693912659,5.59134812673726,1.59953426492376e-18,"Vsir","V-set immunoregulatory receptor","74048","GO:0002725","negative regulation of T cell cytokine production"
"409","ENSMUSG00000020097",1.21316341739803,5.95535277482178,3.90314253250858e-31,"Sgpl1","sphingosine phosphate lyase 1","20397","GO:0001553","luteinization"
"408","ENSMUSG00000020092",0.711719640171421,4.52897508885012,3.28318502269323e-06,"Pald1","phosphatase domain containing, paladin 1","27355","GO:0004722","protein serine/threonine phosphatase activity"
"407","ENSMUSG00000020077",0.993412173274913,3.39468742462681,2.70721751333858e-08,"Srgn","serglycin","19073","GO:0000139","Golgi membrane"
"406","ENSMUSG00000020075",0.541380153834588,5.05246744776704,2.66603460838356e-05,"Ddx21","DEAD (Asp-Glu-Ala-Asp) box polypeptide 21","56200","GO:0000166","nucleotide binding"
"398","ENSMUSG00000020009",1.23219021207673,5.1349124193913,1.54995433889744e-17,"Ifngr1","interferon gamma receptor 1","15979","GO:0004896","cytokine receptor activity"
"395","ENSMUSG00000019970",1.94800689553452,8.50185675495064,6.63242369577312e-12,"Sgk1","serum/glucocorticoid regulated kinase 1","20393","GO:0000166","nucleotide binding"
"394","ENSMUSG00000019960",0.787020878978402,4.92501630700485,2.83542534166914e-09,"Dusp6","dual specificity phosphatase 6","67603","GO:0000188","inactivation of MAPK activity"
"385","ENSMUSG00000019850",1.49519580327064,2.76611976110136,3.66519930209395e-09,"Tnfaip3","tumor necrosis factor, alpha-induced protein 3","21929","GO:0001922","B-1 B cell homeostasis"
"382","ENSMUSG00000019838",0.76112244707917,1.30929063176702,0.000181931016064998,"Slc16a10","solute carrier family 16 (monocarboxylic acid transporters), member 10","72472","GO:0005886","plasma membrane"
"368","ENSMUSG00000019122",2.29276545314415,2.36800962775935,2.13314567409771e-12,"Ccl9","chemokine (C-C motif) ligand 9","20308","GO:0002548","monocyte chemotaxis"
"365","ENSMUSG00000018920",1.94323871861708,3.07824839254695,3.52221099268483e-22,"Cxcl16","chemokine (C-X-C motif) ligand 16","66102","GO:0005041","low-density lipoprotein receptor activity"
"364","ENSMUSG00000018899",0.880567323433686,2.72724478375483,6.3022262662766e-06,"Irf1","interferon regulatory factor 1","16362","GO:0000790","nuclear chromatin"
"361","ENSMUSG00000018819",1.37135968032879,3.25966075915273,7.23342721510256e-12,"Lsp1","lymphocyte specific 1","16985","GO:0003779","actin binding"
"360","ENSMUSG00000018774",2.99396170159928,4.38433829697463,2.93582634188734e-109,"Cd68","CD68 antigen","12514","GO:0005764","lysosome"
"356","ENSMUSG00000018654",1.49143216660809,3.19670637816459,4.30953615160713e-19,"Ikzf1","IKAROS family zinc finger 1","22778","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"354","ENSMUSG00000018593",1.00540998213668,10.9790542015823,4.30042062134328e-18,"Sparc","secreted acidic cysteine rich glycoprotein","20692","GO:0001937","negative regulation of endothelial cell proliferation"
"347","ENSMUSG00000018381",1.12139003665072,0.803900286279301,7.59049399833314e-05,"Abi3","ABI gene family, member 3","66610","GO:0005622","intracellular"
"341","ENSMUSG00000018008",1.58204673333496,4.33384338814999,3.6202780715614e-21,"Cyth4","cytohesin 4","72318","GO:0005085","guanyl-nucleotide exchange factor activity"
"332","ENSMUSG00000017707",0.732189989771593,8.67478599463544,9.79390796906753e-15,"Serinc3","serine incorporator 3","26943","GO:0002376","immune system process"
"327","ENSMUSG00000017057",0.874957858798465,3.77769329876289,1.96791605675992e-07,"Il13ra1","interleukin 13 receptor, alpha 1","16164","GO:0004896","cytokine receptor activity"
"320","ENSMUSG00000016559",0.717676428541527,7.07754994766125,5.77752828350476e-10,"H3f3b","H3 histone, family 3B","15081","GO:0000228","nuclear chromosome"
"317","ENSMUSG00000016494",1.91879043995883,6.04918100014461,3.46442150123044e-60,"Cd34","CD34 antigen","12490","GO:0001894","tissue homeostasis"
"314","ENSMUSG00000016239",0.68456897642978,2.86939118528787,4.74472791239307e-05,"Lonrf3","LON peptidase N-terminal domain and ring finger 3","74365","GO:0000209","protein polyubiquitination"
"312","ENSMUSG00000016087",1.04441860177883,2.11522495130999,2.57345144447866e-07,"Fli1","Friend leukemia integration 1","14247","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"309","ENSMUSG00000015950",1.89892876051369,4.42393802811959,5.7391452938572e-34,"Ncf1","neutrophil cytosolic factor 1","17969","GO:0001878","response to yeast"
"308","ENSMUSG00000015947",1.96509002126276,3.6772259139096,9.93955974898045e-21,"Fcgr1","Fc receptor, IgG, high affinity I","14129","GO:0001788","antibody-dependent cellular cytotoxicity"
"306","ENSMUSG00000015839",0.708839349952306,5.46250254135378,5.48132095753695e-06,"Nfe2l2","nuclear factor, erythroid derived 2, like 2","18024","GO:0000785","chromatin"
"299","ENSMUSG00000015568",1.77157058492191,3.96185485950853,1.73053620555049e-10,"Lpl","lipoprotein lipase","16956","GO:0004465","lipoprotein lipase activity"
"295","ENSMUSG00000015355",2.47618049492155,1.92198116767602,6.67906789337533e-29,"Cd48","CD48 antigen","12506","GO:0002819","regulation of adaptive immune response"
"292","ENSMUSG00000015340",4.01165114423598,3.8478122243967,6.60663542923196e-29,"Cybb","cytochrome b-245, beta polypeptide","13058","GO:0005244","voltage-gated ion channel activity"
"289","ENSMUSG00000015243",2.22652069913032,6.36498973744942,1.57421264122994e-26,"Abca1","ATP-binding cassette, sub-family A (ABC1), member 1","11303","GO:0000166","nucleotide binding"
"286","ENSMUSG00000015133",0.96601854912079,3.31799658801342,4.98377941716096e-07,"Lrrk1","leucine-rich repeat kinase 1","233328","GO:0000166","nucleotide binding"
"271","ENSMUSG00000014444",0.563167295446177,3.0133822310615,0.000194007204119963,"Piezo1","piezo-type mechanosensitive ion channel component 1","234839","GO:0005261","cation channel activity"
"257","ENSMUSG00000011382",0.822795593920162,2.80127639611412,2.03537879134153e-08,"Dhdh","dihydrodiol dehydrogenase (dimeric)","71755","GO:0016491","oxidoreductase activity"
"249","ENSMUSG00000010461",1.70551178868508,1.6394066941659,1.85722363952578e-13,"Eya4","EYA transcriptional coactivator and phosphatase 4","14051","GO:0004721","phosphoprotein phosphatase activity"
"246","ENSMUSG00000010142",0.812712618836142,1.44037465819897,0.000192930882275664,"Tnfrsf13b","tumor necrosis factor receptor superfamily, member 13b","57916","GO:0001782","B cell homeostasis"
"239","ENSMUSG00000009772",1.43631235308719,1.54054718957728,2.09592976002643e-10,"Nuak2","NUAK family, SNF1-like kinase, 2","74137","GO:0000166","nucleotide binding"
"237","ENSMUSG00000009687",0.625597405421375,3.49203985688668,0.000190622374742474,"Fxyd5","FXYD domain-containing ion transport regulator 5","18301","GO:0003779","actin binding"
"234","ENSMUSG00000009585",1.20668109135997,2.14252117335876,2.95370606089616e-11,"Apobec3","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3","80287","GO:0002244","hematopoietic progenitor cell differentiation"
"221","ENSMUSG00000008398",0.695303110624663,3.45175704227993,2.39503828636128e-07,"Elk3","ELK3, member of ETS oncogene family","13713","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"207","ENSMUSG00000007613",1.40634613905679,5.83642804378788,4.35110188105842e-35,"Tgfbr1","transforming growth factor, beta receptor I","21812","GO:0000166","nucleotide binding"
"192","ENSMUSG00000006519",2.59510621926427,3.98747201866355,3.94171308552889e-71,"Cyba","cytochrome b-245, alpha polypeptide","13057","GO:0001725","stress fiber"
"190","ENSMUSG00000006498",0.734268101276727,4.82192076627895,1.67572541084102e-08,"Ptbp1","polypyrimidine tract binding protein 1","19205","GO:0000014","single-stranded DNA endodeoxyribonuclease activity"
"178","ENSMUSG00000006262",0.503752013164455,4.56022053570282,0.000630118714271549,"Mob1b","MOB kinase activator 1B","68473","GO:0005634","nucleus"
"168","ENSMUSG00000005803",0.720618270083983,3.54143719904632,4.82224650815653e-07,"Sqrdl","sulfide quinone reductase-like (yeast)","59010","GO:0005739","mitochondrion"
"159","ENSMUSG00000005373",0.688396487774215,1.87507848361235,0.00123672705873251,"Mlxipl","MLX interacting protein-like","58805","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"158","ENSMUSG00000005360",0.711151234792924,7.5272148817333,3.22904094058672e-13,"Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3","20512","GO:0005313","L-glutamate transmembrane transporter activity"
"155","ENSMUSG00000005142",1.74435928651449,6.56298296673838,4.20274732712011e-68,"Man2b1","mannosidase 2, alpha B1","17159","GO:0003824","catalytic activity"
"154","ENSMUSG00000005107",1.57121177357656,0.654848013360029,2.65419737611753e-11,"Slc2a9","solute carrier family 2 (facilitated glucose transporter), member 9","117591","GO:0005355","glucose transmembrane transporter activity"
"151","ENSMUSG00000005057",0.691975867699773,3.43596339886464,0.00726699053181126,"Sh2b2","SH2B adaptor protein 2","23921","GO:0001725","stress fiber"
"149","ENSMUSG00000004952",1.18697629145228,3.77065177665755,1.06873496939162e-12,"Rasa4","RAS p21 protein activator 4","54153","GO:0005096","GTPase activator activity"
"144","ENSMUSG00000004730",2.10171908030525,3.88593229975562,2.88572471746054e-42,"Adgre1","adhesion G protein-coupled receptor E1","13733","GO:0002250","adaptive immune response"
"143","ENSMUSG00000004707",4.02347279078523,1.77231494878548,5.20081841994016e-57,"Ly9","lymphocyte antigen 9","17085","GO:0002250","adaptive immune response"
"141","ENSMUSG00000004626",0.908740264118093,3.68615343956044,4.1806380796243e-06,"Stxbp2","syntaxin binding protein 2","20911","GO:0001909","leukocyte mediated cytotoxicity"
"140","ENSMUSG00000004609",1.6736197822589,3.72027450927763,5.42468649574732e-19,"Cd33","CD33 antigen","12489","GO:0005886","plasma membrane"
"138","ENSMUSG00000004552",4.46135940111376,3.99602753028088,5.79241965020011e-18,"Ctse","cathepsin E","13034","GO:0004190","aspartic-type endopeptidase activity"
"130","ENSMUSG00000004270",0.758533862512644,4.51482359759644,3.09909779383998e-10,"Lpcat3","lysophosphatidylcholine acyltransferase 3","14792","GO:0005783","endoplasmic reticulum"
"129","ENSMUSG00000004266",1.82230383208043,3.32174277397225,1.56993447130682e-18,"Ptpn6","protein tyrosine phosphatase, non-receptor type 6","15170","GO:0001784","phosphotyrosine binding"
"123","ENSMUSG00000003882",1.24189238815304,1.23191250738297,2.53765356958453e-08,"Il7r","interleukin 7 receptor","16197","GO:0000902","cell morphogenesis"
"117","ENSMUSG00000003617",0.696770311061398,5.31595517122892,0.0174201699762395,"Cp","ceruloplasmin","12870","GO:0004322","ferroxidase activity"
"115","ENSMUSG00000003545",1.68759753065447,2.32129467552824,0.000536754718347728,"Fosb","FBJ osteosarcoma oncogene B","14282","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"111","ENSMUSG00000003418",0.863078340664122,3.09823987945342,1.64675688754114e-06,"St8sia6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6","241230","GO:0001574","ganglioside biosynthetic process"
"107","ENSMUSG00000003283",1.63152037426008,2.71831465667368,2.33200962148385e-18,"Hck","hemopoietic cell kinase","15162","GO:0000166","nucleotide binding"
"104","ENSMUSG00000003032",1.14672388219114,3.57464168233562,4.78139001898459e-10,"Klf4","Kruppel-like factor 4 (gut)","16600","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"99","ENSMUSG00000002897",1.11695336669605,4.72306003833972,1.12640963144394e-18,"Il17ra","interleukin 17 receptor A","16172","GO:0005102","receptor binding"
"91","ENSMUSG00000002699",1.33845578817715,2.69184204622266,7.73937360390378e-17,"Lcp2","lymphocyte cytosolic protein 2","16822","GO:0005515","protein binding"
"89","ENSMUSG00000002668",1.28009768675056,0.615901775450178,2.69588796491643e-05,"Dennd1c","DENN/MADD domain containing 1C","70785","GO:0005085","guanyl-nucleotide exchange factor activity"
"87","ENSMUSG00000002603",1.22543314774627,3.41193718478894,1.9967592244157e-19,"Tgfb1","transforming growth factor, beta 1","21803","GO:0000060","protein import into nucleus, translocation"
"81","ENSMUSG00000002325",1.71974621142194,4.36282753425241,8.16040597765299e-20,"Irf9","interferon regulatory factor 9","16391","GO:0000975","regulatory region DNA binding"
"74","ENSMUSG00000002227",0.661417380625016,1.75264893407937,0.00185961781801571,"Mov10","Moloney leukemia virus 10","17454","GO:0000166","nucleotide binding"
"72","ENSMUSG00000002147",0.843927486559846,3.66280345565909,6.20120329309555e-10,"Stat6","signal transducer and activator of transcription 6","20852","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"71","ENSMUSG00000002111",2.033403332582,3.50376170596023,8.09685832312501e-38,"Spi1","spleen focus forming virus (SFFV) proviral integration oncogene","20375","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"69","ENSMUSG00000002083",1.30938110372431,2.28769879209149,5.90177164266538e-11,"Bbc3","BCL2 binding component 3","170770","GO:0001836","release of cytochrome c from mitochondria"
"57","ENSMUSG00000001768",1.56424919303249,6.43105770640982,2.17024673197242e-23,"Rin2","Ras and Rab interactor 2","74030","GO:0003674","molecular_function"
"55","ENSMUSG00000001750",0.616449901061363,4.75486088656174,0.000566070862623779,"Tcirg1","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3","27060","GO:0005739","mitochondrion"
"54","ENSMUSG00000001741",0.720946644091522,1.50198137723783,0.00058290474628387,"Il16","interleukin 16","16170","GO:0005125","cytokine activity"
"51","ENSMUSG00000001627",0.627177855894,5.41098573306298,1.04912824876572e-06,"Ifrd1","interferon-related developmental regulator 1","15982","GO:0005634","nucleus"
"36","ENSMUSG00000001123",1.45991748018385,4.62736063282698,1.4302901992806e-23,"Lgals9","lectin, galactose binding, soluble 9","16859","GO:0001819","positive regulation of cytokine production"
"32","ENSMUSG00000000982",4.03819860316479,0.834055989118868,8.59549842559428e-15,"Ccl3","chemokine (C-C motif) ligand 3","20302","GO:0002548","monocyte chemotaxis"
"31","ENSMUSG00000000958",1.88388507842241,1.82802192581614,6.88957178602121e-26,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7","20540","GO:0000821","regulation of arginine metabolic process"
"20","ENSMUSG00000000628",1.45453329114685,2.68738075462431,9.45461104650068e-17,"Hk2","hexokinase 2","15277","GO:0000166","nucleotide binding"
"9","ENSMUSG00000000275",1.31402999116466,3.77750906942548,1.93427904477079e-12,"Trim25","tripartite motif-containing 25","217069","GO:0002376","immune system process"
"3","ENSMUSG00000000078",1.19611041674237,5.54314179775584,5.72740441616838e-23,"Klf6","Kruppel-like factor 6","23849","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
